CODE,ACCOUNT_N,BILL,DATE,VC_NUMBER,DEBIT,NAME_CODE,NAME,ADD_1,ADD_2,CITY,ST_NUMBER,ST_DATE,CASH_DET,CRED_CODE,GR_NO,GR_DATE,WORDS,TAX_TYPE,MAIN_KEY,SUM_AMT,SUM_QTY,TRANSPORT,TAX_PER,TAX,CST_PER,CS_TAX,K1,TAX_RET,FORM_NO,SURCHARGE,REC_YN,REC_BY,REC_DATE,REC_BILL,REC_BIL_YN,ITEM_RET,TRADE,HOLD_NAME,HOLD_CODE,TIMING,AREA,DELIVERY,COUR_CHG,DEL_2,STATE,STATE_CODE,EWAY_BILL,SGST_PER,SGS_TAX,CGST_PER,CGS_TAX,IGST_PER,IGS_TAX,NARR,ROUND_OFF,PHONE,DEL_DATE,DEL_CODE,DEL_NAME,DEL_ADD1,DEL_ADD2,DEL_CITY,DEL_STATE,DEL_SC,DEL_GSTIN,DEL_BY
7300,MANAV,A-10451,4/26/2025,2039,120,0,NULL,BASTI JODHEWAL LUDHIANA 141007,NULL,9988938717,NULL,NULL,TRUE,6000,NULL,NULL, ONE HUNDRED TWENTY,S,2.02504E+11,120,2,NULL,0,0,NULL,0,7300,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,17:35:54,SS,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7300,MANAV,BASTI JODHEWAL LUDHIANA 141007,NULL,9988938717,Ludhiana,NULL,NULL,TETA BABA
4718,TRIDEV FASHION,A-10422,4/25/2025,2011,8925,0,NULL,PLOT.NO.50 DB-1-1446/10/1C/1 S.N.1,KAPIL PARK LUDHIANA,NULL,NULL,NULL,TRUE,6000,NULL,NULL, EIGHT THOUSAND NINE HUNDRED TWENTY FIVE,S,2.02504E+11,8500,100,NULL,5,425,NULL,0,4718,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,18:56:31,VS,NULL,0,PO.NO.0117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,4718,TRIDEV FASHION,PLOT.NO.50 DB-1-1446/10/1C/1 S.N.1,KAPIL PARK LUDHIANA,NULL,Ludhiana,NULL,NULL,ARUN AUTO
4718,TRIDEV FASHION,A-10425,4/25/2025,2014,154350,0,NULL,PLOT.NO.50 DB-1-1446/10/1C/1 S.N.1,KAPIL PARK LUDHIANA,NULL,NULL,NULL,TRUE,6000,NULL,NULL, ONE LAKH FIFTY FOUR THOUSAND THREE HUNDRED FIFTY,S,2.02504E+11,147000,1400,NULL,5,7350,NULL,0,4718,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,19:00:25,VS,NULL,0,PO.NO.0117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,4718,TRIDEV FASHION,PLOT.NO.50 DB-1-1446/10/1C/1 S.N.1,KAPIL PARK LUDHIANA,NULL,Ludhiana,NULL,NULL,ARUN AUTO
4718,TRIDEV FASHION,A-10426,4/25/2025,2015,70560,0,NULL,PLOT.NO.50 DB-1-1446/10/1C/1 S.N.1,KAPIL PARK LUDHIANA,NULL,NULL,NULL,TRUE,6000,NULL,NULL, SEVENTY   THOUSAND FIVE HUNDRED SIXTY,S,2.02504E+11,67200,640,NULL,5,3360,NULL,0,4718,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,19:04:55,VS,NULL,0,PO.NO.0117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,4718,TRIDEV FASHION,PLOT.NO.50 DB-1-1446/10/1C/1 S.N.1,KAPIL PARK LUDHIANA,NULL,Ludhiana,NULL,NULL,ARUN AUTO
4718,TRIDEV FASHION,A-10424,4/25/2025,2013,112345,0,NULL,PLOT.NO.50 DB-1-1446/10/1C/1 S.N.1,KAPIL PARK LUDHIANA,NULL,NULL,NULL,TRUE,6000,NULL,NULL, ONE LAKH TWELVE THOUSAND THREE HUNDRED FORTY FIVE,S,2.02504E+11,106995,1019,NULL,5,5349.75,NULL,0,4718,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,18:59:13,VS,NULL,0,PO.NO.0117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.25,NULL,NULL,4718,TRIDEV FASHION,PLOT.NO.50 DB-1-1446/10/1C/1 S.N.1,KAPIL PARK LUDHIANA,NULL,Ludhiana,NULL,NULL,TETA BABA
7445,KARTIKEY APP (GANPATI CREATION),A-10452,4/26/2025,2042,0,0,NULL,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,NULL,NULL,TRUE,6000,NULL,NULL,NULL,S,2.02504E+11,0,115.5,NULL,0,0,NULL,0,7445,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,18:04:39,JK,NULL,0,ACC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7445,KARTIKEY APPARELS,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,Ludhiana,NULL,NULL,NULL
7445,KARTIKEY APP (GANPATI CREATION),A-10454,4/26/2025,2044,0,0,NULL,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,NULL,NULL,TRUE,6000,NULL,NULL,NULL,S,2.02504E+11,0,113.8,NULL,0,0,NULL,0,7445,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,18:05:36,JK,NULL,0,ACC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7445,KARTIKEY APPARELS,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,Ludhiana,NULL,NULL,NULL
7445,KARTIKEY APP (GANPATI CREATION),A-10460,4/28/2025,2004,0,0,NULL,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,NULL,NULL,TRUE,6000,NULL,NULL,NULL,S,2.02504E+11,0,122.1,NULL,0,0,NULL,0,7445,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12:33:41,JK,NULL,0,ACC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7445,KARTIKEY APPARELS,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,Ludhiana,NULL,NULL,NULL
7445,KARTIKEY APP (GANPATI CREATION),A-10461,4/28/2025,2005,0,0,NULL,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,NULL,NULL,TRUE,6000,NULL,NULL,NULL,S,2.02504E+11,0,89,NULL,0,0,NULL,0,7445,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12:34:23,JK,NULL,0,ACC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7445,KARTIKEY APPARELS,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,Ludhiana,NULL,NULL,NULL
7445,KARTIKEY APP (GANPATI CREATION),A-10462,4/28/2025,2008,0,0,NULL,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,NULL,NULL,TRUE,6000,NULL,NULL,NULL,S,2.02504E+11,0,89.3,NULL,0,0,NULL,0,7445,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12:37:37,JK,NULL,0,ACC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7445,KARTIKEY APPARELS,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,Ludhiana,NULL,NULL,NULL
7445,KARTIKEY APP (GANPATI CREATION),A-10463,4/28/2025,2009,0,0,NULL,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,NULL,NULL,TRUE,6000,NULL,NULL,NULL,S,2.02504E+11,0,89.2,NULL,0,0,NULL,0,7445,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12:40:12,JK,NULL,0,ACC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7445,KARTIKEY APPARELS,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,Ludhiana,NULL,NULL,NULL
7445,KARTIKEY APP (GANPATI CREATION),A-10459,4/28/2025,2003,0,0,NULL,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,NULL,NULL,TRUE,6000,NULL,NULL,NULL,S,2.02504E+11,0,91.4,NULL,0,0,NULL,0,7445,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12:32:54,JK,NULL,0,ACC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7445,KARTIKEY APPARELS,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,Ludhiana,NULL,NULL,NULL
7445,KARTIKEY APP (GANPATI CREATION),A-10464,4/28/2025,2006,0,0,NULL,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,NULL,NULL,TRUE,6000,NULL,NULL,NULL,S,2.02504E+11,0,92.4,NULL,0,0,NULL,0,7445,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12:35:29,JK,NULL,0,ACC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7445,KARTIKEY APPARELS,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,Ludhiana,NULL,NULL,NULL
7445,KARTIKEY APP (GANPATI CREATION),A-10465,4/28/2025,2007,0,0,NULL,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,NULL,NULL,TRUE,6000,NULL,NULL,NULL,S,2.02504E+11,0,116.8,NULL,0,0,NULL,0,7445,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12:35:47,JK,NULL,0,ACC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7445,KARTIKEY APPARELS,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,Ludhiana,NULL,NULL,NULL
7445,KARTIKEY APP (GANPATI CREATION),A-10466,4/28/2025,2010,0,0,NULL,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,NULL,NULL,TRUE,6000,NULL,NULL,NULL,S,2.02504E+11,0,90.6,NULL,0,0,NULL,0,7445,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12:41:09,JK,NULL,0,ACC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7445,KARTIKEY APPARELS,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,Ludhiana,NULL,NULL,NULL
7445,KARTIKEY APP (GANPATI CREATION),A-10453,4/26/2025,2043,0,0,NULL,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,NULL,NULL,TRUE,6000,NULL,NULL,NULL,S,2.02504E+11,0,115.5,NULL,0,0,NULL,0,7445,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,18:05:06,JK,NULL,0,ACC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7445,KARTIKEY APPARELS,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,Ludhiana,NULL,NULL,NULL
7445,KARTIKEY APP (GANPATI CREATION),A-10456,4/26/2025,2046,0,0,NULL,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,NULL,NULL,TRUE,6000,NULL,NULL,NULL,S,2.02504E+11,0,113.9,NULL,0,0,NULL,0,7445,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,18:06:38,JK,NULL,0,ACC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7445,KARTIKEY APPARELS,"520,INDUSTRIAL AREA B.LUD 141003",NULL,99140-10525,Ludhiana,NULL,NULL,NULL
1644,SHOP,S-10052,4/28/2025,2012,11,0,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,6000,NULL,NULL, ELEVEN,S,2.02504E+11,10.5,10.5,NULL,0,0,NULL,0,1644,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,13:12:54,RAMANDEEP,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,NULL,NULL,1644,SHOP,NULL,NULL,NULL,Ludhiana,NULL,NULL,KULDEEP
1644,SHOP,S-10053,4/28/2025,2018,249,0,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,6000,NULL,NULL, TWO HUNDRED FORTY NINE,S,2.02504E+11,248.5,248.5,NULL,0,0,NULL,0,1644,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,15:24:03,RAMANDEEP,NULL,0,MTR SET,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,NULL,NULL,1644,SHOP,NULL,NULL,NULL,Ludhiana,NULL,NULL,Y-00061
7939,ENAYAT APPAREALS (RAJAN JI),A-10468,4/28/2025,2013,13500,0,NULL,HADBAST NO.80 VILL.KAKOWAL ABADI,BAJRANG VIHAR LDH 141008,9878660000,NULL,NULL,TRUE,6000,NULL,NULL, THIRTEEN THOUSAND FIVE HUNDRED,S,2.02504E+11,13500,100,NULL,0,0,NULL,0,7939,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,13:50:42,DK,NULL,0,GAURAV SIR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7939,ENAYAT APPAREALS (RAJAN JI),HADBAST NO.80 VILL.KAKOWAL ABADI,BAJRANG VIHAR LDH 141008,9878660000,Ludhiana,NULL,NULL,AMIT PAJI
7698,MOHIT HOSIERY,A-10434,4/26/2025,2011,102384,0,NULL,BAHADUR KE ROAD LUDHIANA,LUDHIANA,9041797011,NULL,NULL,TRUE,6000,NULL,NULL, ONE LAKH TWO THOUSAND THREE HUNDRED EIGHTY FOUR,S,2.02504E+11,102384,568.8,NULL,0,0,NULL,0,7698,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,13:04:03,VS,NULL,0,PO.NO.314,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7698,MOHIT HOSIERY,BAHADUR KE ROAD LUDHIANA,LUDHIANA,9041797011,Punjab,NULL,NULL,ARUN AUTO
7698,MOHIT HOSIERY,A-10435,4/26/2025,2012,103410,0,NULL,BAHADUR KE ROAD LUDHIANA,LUDHIANA,9041797011,NULL,NULL,TRUE,6000,NULL,NULL, ONE LAKH THREE THOUSAND FOUR HUNDRED TEN,S,2.02504E+11,103410,574.5,NULL,0,0,NULL,0,7698,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,13:05:38,VS,NULL,0,PO.NO.314,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7698,MOHIT HOSIERY,BAHADUR KE ROAD LUDHIANA,LUDHIANA,9041797011,Punjab,NULL,NULL,ARUN AUTO
7698,MOHIT HOSIERY,A-10436,4/26/2025,2013,103410,0,NULL,BAHADUR KE ROAD LUDHIANA,LUDHIANA,9041797011,NULL,NULL,TRUE,6000,NULL,NULL, ONE LAKH THREE THOUSAND FOUR HUNDRED TEN,S,2.02504E+11,103410,574.5,NULL,0,0,NULL,0,7698,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,13:06:36,VS,NULL,0,PO.NO.314,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7698,MOHIT HOSIERY,BAHADUR KE ROAD LUDHIANA,LUDHIANA,9041797011,Punjab,NULL,NULL,ARUN AUTO
7698,MOHIT HOSIERY,A-10437,4/26/2025,2014,100944,0,NULL,BAHADUR KE ROAD LUDHIANA,LUDHIANA,9041797011,NULL,NULL,TRUE,6000,NULL,NULL, ONE LAKH NINE HUNDRED FORTY FOUR,S,2.02504E+11,100944,560.8,NULL,0,0,NULL,0,7698,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,13:07:59,VS,NULL,0,PO.NO.314,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7698,MOHIT HOSIERY,BAHADUR KE ROAD LUDHIANA,LUDHIANA,9041797011,Punjab,NULL,NULL,ARUN AUTO
7698,MOHIT HOSIERY,A-10438,4/26/2025,2008,102492,0,NULL,BAHADUR KE ROAD LUDHIANA,LUDHIANA,9041797011,NULL,NULL,TRUE,6000,NULL,NULL, ONE LAKH TWO THOUSAND FOUR HUNDRED NINETY TWO,S,2.02504E+11,102492,569.4,NULL,0,0,NULL,0,7698,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7698,17:05:56,VS,NULL,0,PO.NO.314,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7698,MOHIT HOSIERY,BAHADUR KE ROAD LUDHIANA,LUDHIANA,9041797011,Punjab,NULL,NULL,ARUN AUTO
7698,MOHIT HOSIERY,A-10439,4/26/2025,2009,107748,0,NULL,BAHADUR KE ROAD LUDHIANA,LUDHIANA,9041797011,NULL,NULL,TRUE,6000,NULL,NULL, ONE LAKH SEVEN THOUSAND SEVEN HUNDRED FORTY EIGHT,S,2.02504E+11,107748,598.6,NULL,0,0,NULL,0,7698,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7698,17:07:00,VS,NULL,0,PO.NO.314,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7698,MOHIT HOSIERY,BAHADUR KE ROAD LUDHIANA,LUDHIANA,9041797011,Punjab,NULL,NULL,ARUN AUTO
7698,MOHIT HOSIERY,A-10440,4/26/2025,2010,104436,0,NULL,BAHADUR KE ROAD LUDHIANA,LUDHIANA,9041797011,NULL,NULL,TRUE,6000,NULL,NULL, ONE LAKH FOUR THOUSAND FOUR HUNDRED THIRTY SIX,S,2.02504E+11,104436,580.2,NULL,0,0,NULL,0,7698,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7698,17:08:21,VS,NULL,0,PO.NO.314,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7698,MOHIT HOSIERY,BAHADUR KE ROAD LUDHIANA,LUDHIANA,9041797011,Punjab,NULL,NULL,ARUN AUTO
1773,SANYA CREATION.,A-10467,4/28/2025,2011,2520,0,NULL,DEEP NAGAR. LUDHIANA,NULL,8847529439,NULL,NULL,TRUE,6000,NULL,NULL, TWO THOUSAND FIVE HUNDRED TWENTY,S,2.02504E+11,2400,12,NULL,5,120,NULL,0,1773,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,13:07:23,VS,NULL,0,SUDHOB SIR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1773,SANYA CREATION.,DEEP NAGAR. LUDHIANA,NULL,8847529439,Ludhiana,NULL,NULL,CHANDAN
1773,SANYA CREATION.,A-10481,4/28/2025,2029,525,0,NULL,DEEP NAGAR. LUDHIANA,NULL,8847529439,NULL,NULL,TRUE,6000,NULL,NULL, FIVE HUNDRED TWENTY FIVE,S,2.02504E+11,500,2.5,NULL,5,25,NULL,0,1773,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,16:52:22,VS,NULL,0,SAMEER SIR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1773,SANYA CREATION.,DEEP NAGAR. LUDHIANA,NULL,8847529439,Ludhiana,NULL,NULL,CHANDAN
1644,SHOP,S-10054,4/28/2025,2028,12,0,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,6000,NULL,NULL, TWELVE,S,2.02504E+11,12,12,NULL,0,0,NULL,0,1644,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,16:45:02,RAMANDEEP,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1644,SHOP,NULL,NULL,NULL,Ludhiana,NULL,NULL,KULDEEP
1644,SHOP,S-10055,4/28/2025,2030,15,0,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,6000,NULL,NULL, FIFTEEN,S,2.02504E+11,15,15,NULL,0,0,NULL,0,1644,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,17:32:42,RAMANDEEP,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1644,SHOP,NULL,NULL,NULL,Ludhiana,NULL,NULL,KULDEEP
1644,SHOP,S-10056,4/28/2025,2031,7,0,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,6000,NULL,NULL, SEVEN,S,2.02504E+11,7,7,NULL,0,0,NULL,0,1644,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,17:42:45,RAMANDEEP,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1644,SHOP,NULL,NULL,NULL,Ludhiana,NULL,NULL,KULDEEP
9101,NL CLOTHING COMPANY PVT.LTD (RAJAN JI),A-10473,4/28/2025,2020,85733,0,NULL,8/614-C MURUGAMPALAYAM ROAD,KARAIPUDUR VILLAGE ARULPURAM 641605,87540-22201,NULL,NULL,TRUE,6000,NULL,NULL, EIGHTY FIVE THOUSAND SEVEN HUNDRED THIRTY THREE,S,2.02504E+11,81650,710,NULL,5,4082.5,NULL,0,9101,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9101,14:48:33,DK,NULL,0,PO.NO.NLC-PGY00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NEXON BLACK,0.5,NULL,NULL,9101,NL CLOTHING COMPANY PVT.LTD (RAJAN,8/614-C MURUGAMPALAYAM ROAD,KARAIPUDUR VILLAGE ARULPURAM 641605,87540-22201,Tripura,NULL,33AADCN5466D1ZN,TRANSPORT
9101,NL CLOTHING COMPANY PVT.LTD (RAJAN JI),A-10474,4/28/2025,2021,87061,0,NULL,8/614-C MURUGAMPALAYAM ROAD,KARAIPUDUR VILLAGE ARULPURAM 641605,87540-22201,NULL,NULL,TRUE,6000,NULL,NULL, EIGHTY SEVEN THOUSAND SIXTY ONE,S,2.02504E+11,82915,721,NULL,5,4145.75,NULL,0,9101,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9101,14:50:11,DK,NULL,0,PO.NO.NLC-PGY00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.25,NULL,NULL,9101,NL CLOTHING COMPANY PVT.LTD (RAJAN,8/614-C MURUGAMPALAYAM ROAD,KARAIPUDUR VILLAGE ARULPURAM 641605,87540-22201,Tripura,NULL,33AADCN5466D1ZN,TRANSPORT
9101,NL CLOTHING COMPANY PVT.LTD (RAJAN JI),A-10475,4/28/2025,2022,86095,0,NULL,8/614-C MURUGAMPALAYAM ROAD,KARAIPUDUR VILLAGE ARULPURAM 641605,87540-22201,NULL,NULL,TRUE,6000,NULL,NULL, EIGHTY SIX THOUSAND NINETY FIVE,S,2.02504E+11,81995,713,NULL,5,4099.75,NULL,0,9101,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9101,14:51:50,DK,NULL,0,PO.NO.NLC-PGY00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.25,NULL,NULL,9101,NL CLOTHING COMPANY PVT.LTD (RAJAN,8/614-C MURUGAMPALAYAM ROAD,KARAIPUDUR VILLAGE ARULPURAM 641605,87540-22201,Tripura,NULL,33AADCN5466D1ZN,TRANSPORT
9101,NL CLOTHING COMPANY PVT.LTD (RAJAN JI),A-10476,4/28/2025,2023,87302,0,NULL,8/614-C MURUGAMPALAYAM ROAD,KARAIPUDUR VILLAGE ARULPURAM 641605,87540-22201,NULL,NULL,TRUE,6000,NULL,NULL, EIGHTY SEVEN THOUSAND THREE HUNDRED TWO,S,2.02504E+11,83145,723,NULL,5,4157.25,NULL,0,9101,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9101,14:55:01,DK,NULL,0,PO.NO.NLC-PGY00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.25,NULL,NULL,9101,NL CLOTHING COMPANY PVT.LTD (RAJAN,8/614-C MURUGAMPALAYAM ROAD,KARAIPUDUR VILLAGE ARULPURAM 641605,87540-22201,Tripura,NULL,33AADCN5466D1ZN,TRANSPORT
9101,NL CLOTHING COMPANY PVT.LTD (RAJAN JI),A-10477,4/28/2025,2024,86336,0,NULL,8/614-C MURUGAMPALAYAM ROAD,KARAIPUDUR VILLAGE ARULPURAM 641605,87540-22201,NULL,NULL,TRUE,6000,NULL,NULL, EIGHTY SIX THOUSAND THREE HUNDRED THIRTY SIX,S,2.02504E+11,82225,715,NULL,5,4111.25,NULL,0,9101,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9101,14:56:57,DK,NULL,0,PO.NO.NLC-PGY00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.25,NULL,NULL,9101,NL CLOTHING COMPANY PVT.LTD (RAJAN,8/614-C MURUGAMPALAYAM ROAD,KARAIPUDUR VILLAGE ARULPURAM 641605,87540-22201,Tripura,NULL,33AADCN5466D1ZN,TRANSPORT
9101,NL CLOTHING COMPANY PVT.LTD (RAJAN JI),A-10478,4/28/2025,2025,85974,0,NULL,8/614-C MURUGAMPALAYAM ROAD,KARAIPUDUR VILLAGE ARULPURAM 641605,87540-22201,NULL,NULL,TRUE,6000,NULL,NULL, EIGHTY FIVE THOUSAND NINE HUNDRED SEVENTY FOUR,S,2.02504E+11,81880,712,NULL,5,4094,NULL,0,9101,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9101,15:00:24,DK,NULL,0,PO.NO.NLC-PGY00033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,9101,NL CLOTHING COMPANY PVT.LTD (RAJAN,8/614-C MURUGAMPALAYAM ROAD,KARAIPUDUR VILLAGE ARULPURAM 641605,87540-22201,Tripura,NULL,33AADCN5466D1ZN,TRANSPORT
